Timestamp,Total
2023-10-29 13:00:00,111.525
2023-10-29 14:00:00,108.795
2023-10-29 15:00:00,106.9
2023-10-29 16:00:00,106.405
2023-10-29 17:00:00,107.65
2023-10-29 18:00:00,108.75
2023-10-29 19:00:00,109.09
2023-10-29 20:00:00,109.54
2023-10-29 21:00:00,110.695
2023-10-29 22:00:00,110.49
2023-10-29 23:00:00,110.325
2023-10-30 00:00:00,110.225
2023-10-30 01:00:00,110.315
2023-10-30 02:00:00,110.285
2023-10-30 03:00:00,110.27
2023-10-30 04:00:00,111.325
2023-10-30 05:00:00,112.77
2023-10-30 06:00:00,113.83
2023-10-30 07:00:00,115.56
2023-10-30 08:00:00,116.285
2023-10-30 09:00:00,115.1
2023-10-30 10:00:00,113.745
2023-10-30 11:00:00,112.845
2023-10-30 12:00:00,112.845
2023-10-30 13:00:00,113.16
2023-10-30 14:00:00,114.255
2023-10-30 15:00:00,113.615
2023-10-30 16:00:00,115.27
2023-10-30 17:00:00,116.47
2023-10-30 18:00:00,116.255
2023-10-30 19:00:00,115.225
2023-10-30 20:00:00,114.445
2023-10-30 21:00:00,114.05
2023-10-30 22:00:00,112.28
2023-10-30 23:00:00,110.5
2023-10-31 00:00:00,110.46
2023-10-31 01:00:00,110.485
2023-10-31 02:00:00,110.335
2023-10-31 03:00:00,110.375
2023-10-31 04:00:00,111.385
2023-10-31 05:00:00,112.805
2023-10-31 06:00:00,114.66
2023-10-31 07:00:00,115.875
2023-10-31 08:00:00,115.915
2023-10-31 09:00:00,115.26
2023-10-31 10:00:00,113.31
2023-10-31 11:00:00,112.81
2023-10-31 12:00:00,112.245
2023-10-31 13:00:00,112.94
2023-10-31 14:00:00,112.955
2023-10-31 15:00:00,113.085
2023-10-31 16:00:00,115.58
2023-10-31 17:00:00,116.915
2023-10-31 18:00:00,116.845
2023-10-31 19:00:00,116.01
2023-10-31 20:00:00,115.58
2023-10-31 21:00:00,115.075
2023-10-31 22:00:00,113.515
2023-10-31 23:00:00,112.03
